technology_effects_junction_tables
0
technology	effect	effect_scope	value
tech_dlc09_tmb_tomb_prince_6	wh2_dlc09_effect_agent_cap_increase_tmb_tomb_prince	faction_to_faction_own_unseen	1
tech_dlc09_tmb_tomb_prince_6	wh2_dlc09_effect_agent_enable_recruitment_champion_tmb_hidden	faction_to_province_own_unseen	1
tech_dlc11_brt_chivalry_vampire_coast_1	wh2_dlc11_effect_bonus_morale_fighting_against_vampire_coasts	faction_to_force_own_unseen	8
tech_dlc11_brt_chivalry_vampire_coast_1	wh2_dlc11_effect_increased_chivalry_vampire_coast	faction_to_faction_own_unseen	2
tech_dlc11_brt_chivalry_vampire_coast_1	wh_dlc05_tech_diplomacy_bonus_vampire_coast	faction_to_faction_own_unseen	-50
tech_dlc11_brt_chivalry_vampire_coast_1	wh_dlc07_effect_campaign_attrition_vampiric_attrition_casualties	faction_to_force_own_unseen	-25
tech_dlc12_brt_chivalry_start	wh2_main_effect_tech_melee_attack_increase_lords_heroes	faction_to_force_own_unseen	5
tech_dlc12_brt_chivalry_start	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	5
tech_dlc12_brt_chivalry_start	wh_main_effect_tech_charge_bonus_characters	faction_to_force_own_unseen	5
tech_dlc12_brt_heraldry_oversea_dwf	wh_dlc05_tech_diplomacy_bonus_dwarfs	faction_to_faction_own_unseen	50
tech_dlc12_brt_heraldry_oversea_men	wh2_main_effect_diplomacy_bonus_humans	faction_to_faction_own_unseen	30
tech_dlc12_brt_heraldry_oversea_tmb	wh2_dlc09_effect_diplomacy_bonus_tomb_kings_technology	faction_to_faction_own_unseen	50
tech_dlc12_brt_heraldry_oversea_wef	wh_main_faction_diplomacy_penalty_wood_elves	faction_to_faction_own_unseen	50
tech_dlc13_emp_academia_1_a	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	10
tech_dlc13_emp_academia_1_b	wh_main_effect_agent_cap_increase_champion_captain	faction_to_faction_own_unseen	1
tech_dlc13_emp_academia_1_b	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	1
tech_dlc13_emp_academia_1_b	wh_main_effect_agent_recruitment_xp_champion_empire	faction_to_province_own_unseen	3
tech_dlc13_emp_academia_1_b	wh_main_effect_agent_recruitment_xp_wizard_empire	faction_to_province_own_unseen	3
tech_dlc13_emp_academia_1	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	10
tech_dlc13_emp_academia_2_a	wh2_main_effect_technology_economy_gdp_mod_mining_brt	faction_to_region_own_unseen	15
tech_dlc13_emp_academia_2_b	wh2_dlc13_effect_unit_xp_empire_steam_tanks_war_wagon_artellary	faction_to_character_own_unseen	2
tech_dlc13_emp_academia_2	wh2_dlc09_edict_tmb_building_construction_cost_mod	faction_to_region_own_unseen	-10
tech_dlc13_emp_academia_2	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	5
tech_dlc13_emp_academia_3_a	wh_main_effect_agent_action_cost_mod	faction_to_character_own_unseen	-15
tech_dlc13_emp_academia_3_a	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	5
tech_dlc13_emp_academia_3_b	wh2_dlc13_recruit_time_steam_tank_war_wagon_luminark	faction_to_province_own_unseen	-1
tech_dlc13_emp_academia_3	wh_dlc08_effect_building_construction_time_mod_all	faction_to_region_own_unseen	-25
tech_dlc13_emp_cav_1_a	wh_main_effect_force_army_battle_cavalry_charge_bonus	faction_to_force_own_unseen	10
tech_dlc13_emp_cav_1_b	wh_main_effect_force_army_battle_cavalry_fatigue_resistance	faction_to_force_own_unseen	-15
tech_dlc13_emp_cav_1_c	wh_main_effect_force_army_battle_cavalry_melee_attack	faction_to_force_own_unseen	4
tech_dlc13_emp_cav_1_c	wh_main_effect_force_army_battle_cavalry_melee_defence	faction_to_force_own_unseen	4
tech_dlc13_emp_cav_1	wh_main_effect_force_army_battle_cavalry_armour	faction_to_force_own_unseen	10
tech_dlc13_emp_cav_1	wh_main_effect_force_army_battle_cavalry_morale	faction_to_force_own_unseen	5
tech_dlc13_emp_diplomacy_1_a	wh2_main_effect_diplomacy_bonus_humans	faction_to_faction_own_unseen	25
tech_dlc13_emp_diplomacy_1_a	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1
tech_dlc13_emp_diplomacy_1_b	wh2_main_effect_diplomacy_bonus_high_elves_technology	faction_to_faction_own_unseen	50
tech_dlc13_emp_diplomacy_1_c	wh_dlc05_tech_diplomacy_bonus_dwarfs	faction_to_faction_own_unseen	50
tech_dlc13_emp_diplomacy_1_d	wh_dlc05_tech_diplomacy_bonus_bretonnia	faction_to_faction_own_unseen	50
tech_dlc13_emp_economy_1_a	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own_unseen	8
tech_dlc13_emp_economy_1_b	wh_main_effect_agent_recruitment_xp_dignitary_empire	faction_to_province_own_unseen	3
tech_dlc13_emp_economy_1_b	wh_main_effect_agent_recruitment_xp_spy_empire	faction_to_province_own_unseen	3
tech_dlc13_emp_economy_1_b	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	2
tech_dlc13_emp_economy_1	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	10
tech_dlc13_emp_economy_1	wh_main_effect_public_order_tech	faction_to_province_own_unseen	2
tech_dlc13_emp_economy_2_a	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	10
tech_dlc13_emp_economy_2_b	wh_main_effect_force_army_campaign_experience_base_infantry	faction_to_character_own_unseen	2
tech_dlc13_emp_economy_2_b	wh_main_effect_force_army_campaign_recruitment_cost_infantry	faction_to_force_own_unseen	-15
tech_dlc13_emp_economy_2	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own_unseen	10
tech_dlc13_emp_economy_3_a	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	3
tech_dlc13_emp_economy_3_a	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own	3
tech_dlc13_emp_economy_3_b	wh_main_effect_tech_recruitment_cost_reduction_emp_knights	faction_to_force_own_unseen	-15
tech_dlc13_emp_economy_3_b	wh_main_effect_tech_upkeep_reduction_emp_knights	faction_to_force_own_unseen	-5
tech_dlc13_emp_economy_3	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1
tech_dlc13_emp_economy_3	wh_main_effect_unit_recruitment_points	faction_to_province_own	1
tech_dlc13_emp_elector_counts_1	wh2_dlc13_effect_emp_reduced_civil_war_chance_dummy	faction_to_faction_own_unseen	-1
tech_dlc13_emp_elector_counts_2	wh2_dlc13_effect_emp_elector_loyalty_dummy	faction_to_faction_own_unseen	1
tech_dlc13_emp_infantry_1_a	wh_main_effect_tech_armour_increase_infantry	faction_to_force_own_unseen	15
tech_dlc13_emp_infantry_1_b	wh_main_effect_force_army_battle_infantry_charge_bonus	faction_to_force_own_unseen	8
tech_dlc13_emp_infantry_1_b	wh_main_effect_force_army_battle_infantry_melee_defence	faction_to_force_own_unseen	4
tech_dlc13_emp_infantry_1_c	wh2_dlc11_effect_tech_weapon_strength_increase_infantry	faction_to_force_own_unseen	10
tech_dlc13_emp_infantry_1	wh_main_effect_force_army_battle_infantry_morale	faction_to_force_own_unseen	5
tech_dlc13_emp_infantry_1	wh_main_effect_tech_movement_speed_infantry	faction_to_force_own_unseen	5
tech_dlc13_emp_machine_1_a	wh2_dlc13_effect_missile_resistance_empire_steam_tanks_war_wagon_artellary	faction_to_force_own_unseen	8
tech_dlc13_emp_machine_1_b	wh_main_effect_force_army_battle_artillery_ranged_ammunition	faction_to_force_own_unseen	10
tech_dlc13_emp_machine_1_c	wh_main_effect_force_army_battle_artillery_damage	faction_to_force_own_unseen	8
tech_dlc13_emp_machine_1	wh_main_effect_force_army_battle_artillery_firing_rate	faction_to_force_own_unseen	8
tech_dlc13_emp_missile_1_a	wh2_dlc13_emp_missile_damage_missile_cav	faction_to_force_own_unseen	10
tech_dlc13_emp_missile_1_a	wh2_dlc13_emp_missile_resistance_missile_cav	faction_to_force_own_unseen	5
tech_dlc13_emp_missile_1_b	wh2_dlc11_effect_skill_missile_damage_increase_emp_free_company_crossbowmen_huntsmen_archers_handgunners	faction_to_force_own_unseen	10
tech_dlc13_emp_missile_1_c	wh2_dlc13_emp_reload_missile_infantry_cav	faction_to_force_own_unseen	15
tech_dlc13_emp_missile_1	wh2_dlc11_effect_skill_ammo_increase_emp_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders	faction_to_force_own_unseen	10
tech_dlc13_emp_purge_1	wh2_dlc13_effect_melee_defence_versus_grn_skv_lzd	faction_to_force_own_unseen	10
tech_dlc13_emp_purge_1	wh2_dlc13_effect_morale_versus_grn_skv_lzd	faction_to_force_own_unseen	10
tech_dlc13_emp_purge_2	wh2_dlc13_effect_melee_attack_versus_vmp_cst_tmb	faction_to_force_own_unseen	10
tech_dlc13_emp_purge_2	wh2_dlc13_effect_morale_versus_vmp_cst_tmb	faction_to_force_own_unseen	10
tech_dlc13_emp_purge_3	wh2_dlc13_effect_missile_resistance_versus_def_hef_wef	faction_to_force_own_unseen	10
tech_dlc13_emp_purge_3	wh2_dlc13_effect_morale_versus_def_hef_wef	faction_to_force_own_unseen	10
tech_dlc13_emp_purge_4	wh2_dlc13_effect_melee_damage_versus_nor_chs_bst	faction_to_force_own_unseen	10
tech_dlc13_emp_purge_4	wh2_dlc13_effect_morale_versus_nor_chs_bst	faction_to_force_own_unseen	10
tech_dlc13_emp_wulfhart_1	wh2_dlc13_effect_merc_xp	faction_to_faction_own_unseen	2
tech_dlc13_emp_wulfhart_2	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	10
tech_dlc13_emp_wulfhart_2	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1
tech_dlc13_emp_wulfhart_3	wh2_main_effect_building_construction_cost_mod_ports	faction_to_region_own_unseen	-10
tech_dlc13_emp_wulfhart_3	wh2_main_effect_building_construction_time_mod_ports	faction_to_region_own_unseen	-1
tech_dlc13_emp_wulfhart_4	wh2_dlc13_emp_wulfhart_imperial_supply_extra_dummy	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_1	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_1	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_2	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_2	wh_main_faction_diplomacy_bonus_order_factions_technology	faction_to_faction_own_unseen	10
tech_dlc13_lzd_army_3	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_3	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_4	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_4	wh_main_faction_diplomacy_bonus_order_factions_technology	faction_to_faction_own_unseen	15
tech_dlc13_lzd_army_5	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_5	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_6	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_6	wh_main_faction_diplomacy_bonus_order_factions_technology	faction_to_faction_own_unseen	20
tech_dlc13_lzd_army_7	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1
tech_dlc13_lzd_army_7	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1
tech_dlc13_lzd_campaign_10	wh_dlc05_effect_global_recruitment_duration_all	faction_to_faction_own_unseen	-2
tech_dlc13_lzd_campaign_10	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1
tech_dlc13_lzd_campaign_1	wh_main_effect_force_army_campaign_recruitment_cost_land	faction_to_force_own_unseen	-10
tech_dlc13_lzd_campaign_2	wh_dlc08_effect_tech_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	10
tech_dlc13_lzd_campaign_2	wh_main_effect_force_all_campaign_sacking_income	faction_to_character_own_unseen	5
tech_dlc13_lzd_campaign_3	wh2_dlc09_edict_tmb_religion_conversion_untainted	faction_to_character_own_unseen_lords_only	2
tech_dlc13_lzd_campaign_3	wh_main_effect_character_mod_ancillary_drop	faction_to_character_own_unseen	10
tech_dlc13_lzd_campaign_4	wh_main_effect_force_building_cost_mod	faction_to_force_own_unseen	-10
tech_dlc13_lzd_campaign_5	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own_unseen	15
tech_dlc13_lzd_campaign_5	wh2_dlc10_effect_faction_line_of_sight_mod	faction_to_character_own_unseen_lords_only	15
tech_dlc13_lzd_campaign_6	wh2_main_faction_political_diplomacy_mod_lizardmen	faction_to_faction_own_unseen	20
tech_dlc13_lzd_campaign_7	wh_main_faction_xp_increase_generals	faction_to_army_own_unseen	3
tech_dlc13_lzd_campaign_7	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	3
tech_dlc13_lzd_campaign_8	wh_main_effect_force_army_campaign_attrition_all_resistance	faction_to_force_own_unseen	-30
tech_dlc13_lzd_campaign_9	wh2_main_effect_agent_action_success_chance_enemies	faction_to_character_own_unseen	-10
tech_dlc13_lzd_campaign_9	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	15
tech_dlc13_lzd_replenishment_1	wh_main_effect_hordebuilding_growth_tech	faction_to_force_own_unseen	2
tech_dlc13_lzd_replenishment_2	wh_main_effect_force_all_campaign_replenishment_rate_horde	faction_to_character_own_unseen	2
tech_dlc13_lzd_replenishment_3	wh_main_effect_force_building_cost_mod	faction_to_force_own_unseen	-5
tech_dlc13_lzd_replenishment_3	wh_main_effect_hordebuilding_growth_tech	faction_to_force_own_unseen	2
tech_dlc13_lzd_replenishment_4	wh_main_effect_force_all_campaign_replenishment_rate_horde	faction_to_character_own_unseen	2
tech_dlc13_lzd_replenishment_4	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	10
tech_dlc13_lzd_replenishment_5	wh_dlc07_effect_attrition_immunity_snow	faction_to_force_own	1
tech_dlc13_lzd_replenishment_5	wh_main_effect_character_wound_recovery_time_mod	faction_to_character_own	-1
tech_dlc13_lzd_replenishment_6	wh_main_effect_force_building_cost_mod	faction_to_force_own_unseen	-10
tech_dlc13_lzd_replenishment_7	wh_dlc08_effect_force_all_campaign_upkeep	faction_to_force_own_unseen	-5
tech_dlc13_lzd_replenishment_7	wh_main_effect_force_all_campaign_replenishment_rate_horde	faction_to_character_own_unseen	2
tech_dlc13_lzd_units_10	wh2_main_effect_force_army_campaign_experience_base_lzd_kroxigors	faction_to_character_own_unseen	2
tech_dlc13_lzd_units_10	wh2_main_effect_force_army_campaign_experience_base_lzd_temple_guard	faction_to_character_own_unseen	2
tech_dlc13_lzd_units_1	wh2_main_effect_tech_melee_damage_increase_lzd_skinks	faction_to_force_own_unseen	10
tech_dlc13_lzd_units_1	wh2_main_effect_tech_missile_damage_increase_lzd_skinks	faction_to_force_own_unseen	10
tech_dlc13_lzd_units_2	wh2_main_effect_tech_melee_damage_increase_lzd_saurus	faction_to_force_own_unseen	10
tech_dlc13_lzd_units_2	wh2_main_effect_tech_melee_defence_increase_lzd_saurus	faction_to_force_own_unseen	5
tech_dlc13_lzd_units_3	wh2_main_effect_tech_ammunition_increase_lzd_terradon	faction_to_force_own_unseen	20
tech_dlc13_lzd_units_3	wh2_main_effect_tech_charge_speed_increase_lzd_coldone	faction_to_force_own_unseen	10
tech_dlc13_lzd_units_3	wh2_main_effect_tech_movement_speed_lzd_cold_ones	faction_to_force_own_unseen	5
tech_dlc13_lzd_units_4	wh2_main_effect_skill_charge_speed_increase_lzd_carnosaur_dread_saurian	faction_to_force_own_unseen	15
tech_dlc13_lzd_units_4	wh2_main_effect_tech_melee_attack_increase_lzd_stegadon_carnosaur_dread_saurian	faction_to_force_own_unseen	5
tech_dlc13_lzd_units_5	wh2_main_effect_tech_armour_increase_lzd_kroxigor	faction_to_force_own_unseen	10
tech_dlc13_lzd_units_5	wh2_main_effect_tech_melee_attack_increase_lzd_temple_guard	faction_to_force_own_unseen	5
tech_dlc13_lzd_units_5	wh2_main_effect_tech_melee_defence_increase_lzd_temple_guard	faction_to_force_own_unseen	5
tech_dlc13_lzd_units_6	wh2_main_effect_force_army_campaign_experience_base_lzd_skinks	faction_to_character_own_unseen	2
tech_dlc13_lzd_units_7	wh2_main_effect_force_army_campaign_experience_base_lzd_saurus	faction_to_character_own_unseen	2
tech_dlc13_lzd_units_8	wh2_main_effect_force_army_campaign_experience_base_lzd_coldones	faction_to_character_own_unseen	2
tech_dlc13_lzd_units_8	wh2_main_effect_force_army_campaign_experience_base_lzd_terradon	faction_to_character_own_unseen	2
tech_dlc13_lzd_units_9	wh2_main_effect_tech_unit_xp_levels_lzd_bastiladon_stegadon_carnosur_dread_saurian	faction_to_character_own_unseen	2
tech_dlc13_lzd_vassal_1	wh2_dlc11_effect_attrition_immunity_chaos	faction_to_force_own	1
tech_dlc13_lzd_vassal_2	wh_dlc08_effect_grant_immortality_hero	faction_to_character_own_unseen_heroes_only	1
tech_dlc13_lzd_vassal_3	wh2_dlc13_effect_unit_kroxigors_attribute_terror	faction_to_force_own_unseen	1
tech_dlc13_lzd_vassal_4	wh2_dlc13_effect_skill_ward_save_missile_lzd_kroxigor	faction_to_force_own_unseen	5
tech_dlc13_lzd_vassal_4	wh_main_effect_force_all_campaign_replenishment_rate_horde	faction_to_character_own_unseen	5
tech_dlc14_brt_bretonnian_diplomacy	wh2_dlc09_diplomacy_bonus_bretonnia	faction_to_faction_own_unseen	50
tech_dlc14_brt_code_of_conduct	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc14_brt_code_of_conduct	wh_main_effect_agent_action_cost_mod_champion_bretonnia	faction_to_character_own_unseen	-10
tech_dlc14_brt_code_of_conduct	wh_main_effect_agent_action_success_chance_champion_bretonnia	faction_to_character_own_unseen	5
tech_dlc14_brt_heraldry_oversea_repanse	wh_main_faction_diplomacy_bonus_order_factions_technology	faction_to_faction_own_unseen	50
tech_dlc14_brt_heroic_duties	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc14_brt_heroic_duties	wh_main_effect_agent_recruitment_xp_all_agents	faction_to_province_own_unseen	5
tech_dlc14_brt_heroic_duties	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	5
tech_dlc14_brt_heroic_duties	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	5
tech_dlc14_brt_prayer_of_fortitude	wh2_dlc14_effect_reputation_pestilens_lords_and_heroes	faction_to_force_own_unseen	5
tech_dlc14_brt_prayer_of_fortitude	wh2_dlc14_effect_tech_missile_resistance_bretonnia_characters	faction_to_force_own_unseen	5
tech_dlc14_brt_prayer_of_fortitude	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc14_brt_rally_the_peasants	wh2_dlc14_brt_foot_squires_recruit_time	faction_to_province_own_unseen	-1
tech_dlc14_brt_rally_the_peasants	wh2_main_effect_building_recruitment_cost_reduction_brt_resource_iron	faction_to_faction_own_unseen	-15
tech_dlc14_brt_rally_the_peasants	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	20
tech_dlc14_brt_rally_the_peasants	wh_dlc07_effect_dummy_peasants_increase_tech	faction_to_faction_own_unseen	15
tech_dlc14_brt_righteous_strength	wh2_dlc14_effect_reputation_mors_lords_and_heroes	faction_to_force_own_unseen	5
tech_dlc14_brt_righteous_strength	wh2_dlc14_effect_speed_lords_and_heroes	faction_to_force_own_unseen	5
tech_dlc14_brt_righteous_strength	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc14_brt_the_ladys_favour	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc14_brt_the_ladys_favour	wh_main_effect_agent_action_cost_mod_wizard_bretonnia	faction_to_character_own_unseen	-10
tech_dlc14_brt_the_ladys_favour	wh_main_effect_agent_action_success_chance_wizard_bretonnia	faction_to_character_own_unseen	5
tech_dlc14_skv_2_4_eshin	wh2_dlc14_effect_tech_melee_attack_increase_all_rank7	faction_to_force_own_unseen	6
tech_dlc14_skv_2_4_eshin	wh2_dlc14_effect_tech_melee_defence_increase_all_rank7	faction_to_force_own_unseen	6
tech_dlc14_skv_2_4_eshin	wh_dlc08_effect_force_all_campaign_upkeep	faction_to_force_own_unseen	20
tech_dlc14_skv_2_4_eshin	wh_main_effect_force_unit_stat_morale	faction_to_force_own_unseen	10
tech_dlc14_skv_3_0_eshin	wh2_main_effect_tech_upkeep_reduction_skv_slaves	faction_to_force_own_unseen	-13
tech_dlc14_skv_3_0_eshin	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own_unseen	-5
tech_dlc14_skv_8_0_eshin	wh2_dlc12_effect_under_empire_warcamp_clanrat	faction_to_faction_own_unseen	1
tech_dlc14_skv_8_0_eshin	wh2_main_pooled_resource_skaven_food_cap_technology	faction_to_faction_own_unseen	30
tech_dlc14_skv_8_0_eshin	wh2_main_pooled_resource_skaven_food_technology	faction_to_faction_own_unseen	1
tech_dwf_civ_1_0	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_1_1	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own_unseen	5
tech_dwf_civ_1_3	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1
tech_dwf_civ_1_4	wh_main_faction_diplomacy_bonus_order_factions_technology	faction_to_faction_own_unseen	10
tech_dwf_civ_2_0	wh_main_effect_technology_economy_gdp_mod_livestock_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_2_1	wh_main_effect_technology_economy_gdp_mod_livestock_dwarfs	faction_to_region_own_unseen	5
tech_dwf_civ_2_2	wh_main_effect_agent_action_cost_mod	faction_to_character_own_unseen	-20
tech_dwf_civ_2_3	wh_main_effect_commandment_dwarfs_steel_and_stone_recruitment_cost_mod	faction_to_province_own_unseen	-5
tech_dwf_civ_2_4	wh_main_faction_diplomacy_bonus_order_factions_technology	faction_to_faction_own_unseen	20
tech_dwf_civ_3_0	wh_main_effect_force_army_battle_unit_morale_siege_defence	faction_to_force_own_unseen	10
tech_dwf_civ_3_1	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	10
tech_dwf_civ_3_2	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	5
tech_dwf_civ_3_3	wh_main_effect_commandment_dwarfs_empower_the_guilds_growth_mod	faction_to_province_own_unseen	15
tech_dwf_civ_3_4	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1
tech_dwf_civ_4_0	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_4_1	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	faction_to_region_own_unseen	5
tech_dwf_civ_4_2	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	10
tech_dwf_civ_4_4	wh_main_effect_public_order_tech	faction_to_province_own_unseen	2
tech_dwf_civ_5_0	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	faction_to_region_own_unseen	15
tech_dwf_civ_5_1	wh_main_effect_technology_economy_gdp_mod_manufacture_dwarfs	faction_to_region_own_unseen	5
tech_dwf_civ_5_2	wh_main_effect_building_construction_cost_mod	faction_to_region_own_unseen	-10
tech_dwf_civ_5_3	wh_main_effect_commandment_dwarfs_ancestor_worship_untainted_mod	faction_to_province_own_unseen	1
tech_dwf_civ_5_4	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	1
tech_dwf_civ_6_0	wh_main_effect_technology_economy_gdp_mod_culture_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_6_1	wh_main_effect_technology_economy_gdp_mod_manufacture_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_6_2	wh_main_effect_agent_recruitment_xp_engineer	faction_to_province_own_unseen	2
tech_dwf_civ_6_2	wh_main_effect_building_construction_time_mod_settlement	faction_to_region_own_unseen	-2
tech_dwf_civ_6_3	wh_main_effect_commandment_dwarfs_high_kings_tribute_tax_mod	faction_to_province_own_unseen	5
tech_dwf_civ_6_3	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	1
tech_dwf_civ_6_3	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	1
tech_dwf_civ_6_4	wh_main_effect_agent_recruitment_xp_runesmith	faction_to_province_own_unseen	2
tech_dwf_civ_6_4	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	3
tech_dwf_civ_7_0	wh_main_effect_technology_economy_gdp_mod_culture_dwarfs	faction_to_region_own_unseen	20
tech_dwf_civ_7_1	wh_main_effect_technology_economy_gdp_mod_manufacture_dwarfs	faction_to_region_own_unseen	15
tech_dwf_civ_7_2	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	5
tech_dwf_civ_7_4	wh2_main_effect_cause_fear_versus_skv	faction_to_character_own	1
tech_dwf_civ_7_4	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	1
tech_dwf_civ_7_4	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	faction_to_region_own_unseen	5
tech_dwf_mil_1_0	wh_main_effect_tech_melee_attack_increase_dwarf_warriors_miners	faction_to_force_own_unseen	2
tech_dwf_mil_1_0	wh_main_effect_tech_melee_defence_increase_dwarf_warriors_miners	faction_to_force_own_unseen	2
tech_dwf_mil_1_1	wh_main_effect_tech_recruitment_cost_reduction_dwarf_warriors	faction_to_force_own_unseen	-5
tech_dwf_mil_1_1	wh_main_effect_tech_recruitment_cost_reduction_miners	faction_to_force_own_unseen	-5
tech_dwf_mil_1_3	wh_main_effect_tech_recruitment_cost_reduction_quarrellers	faction_to_force_own_unseen	-5
tech_dwf_mil_1_3	wh_main_effect_tech_recruitment_cost_reduction_rangers	faction_to_force_own_unseen	-5
tech_dwf_mil_1_3	wh_main_effect_tech_recruitment_cost_reduction_thunderers	faction_to_force_own_unseen	-5
tech_dwf_mil_1_4	wh_dlc06_effect_missile_damage_rangers_dwarf	faction_to_force_own_unseen	10
tech_dwf_mil_1_4	wh_main_effect_tech_missile_damage_increase_quarrellers	faction_to_force_own_unseen	10
tech_dwf_mil_2_0	wh_main_effect_tech_unit_xp_levels_dwarf_miners	faction_to_character_own_unseen	2
tech_dwf_mil_2_0	wh_main_effect_tech_unit_xp_levels_dwarf_warriors	faction_to_character_own_unseen	2
tech_dwf_mil_2_1	wh_main_effect_force_army_battle_infantry_morale	faction_to_force_own_unseen	5
tech_dwf_mil_2_2	wh_main_effect_tech_battle_morale_increase_lords_and_heroes	faction_to_force_own_unseen	5
tech_dwf_mil_2_2	wh_main_effect_tech_melee_defence_increase_dwarf_characters	faction_to_force_own_unseen	3
tech_dwf_mil_2_3	wh_main_effect_tech_ammunition_increase_dwarf_missile_infantry	faction_to_force_own_unseen	20
tech_dwf_mil_2_4	wh_dlc06_effect_unit_xp_levels_rangers	faction_to_character_own_unseen	2
tech_dwf_mil_2_4	wh_main_effect_tech_unit_xp_levels_quarrellers	faction_to_character_own_unseen	2
tech_dwf_mil_2_4	wh_main_effect_tech_unit_xp_levels_thunderers	faction_to_character_own_unseen	2
tech_dwf_mil_3_1	wh_main_effect_tech_armour_increase_dwarf_shield_units	faction_to_force_own_unseen	5
tech_dwf_mil_3_2	wh_main_effect_agent_recruitment_xp_champion_dwarfs	faction_to_province_own_unseen	1
