special_ability_phase_stat_effects_tables
3
phase	value	stat	how
wh_main_weapon_abilities_ghal_maraz	1.5	stat_melee_damage_ap	mult
wh_main_weapon_abilities_gitsnik	24	stat_melee_attack	add
wh_main_weapon_abilities_gitsnik	1.5	stat_melee_damage_ap	mult
wh_main_weapon_abilities_hellfire_sword	1.25	stat_melee_damage_ap	mult
wh_main_weapon_abilities_hellfire_sword	1.25	stat_melee_damage_base	mult
wh_main_weapon_abilities_helm_of_discord	-24	stat_melee_attack	add
wh_main_weapon_abilities_helm_of_discord	-24	stat_melee_defence	add
wh_main_weapon_abilities_runefang	1.32	scalar_splash_attack_power	mult
wh_main_weapon_abilities_runefang	1.5	stat_melee_damage_ap	mult
wh_main_weapon_abilities_runefang	1.5	stat_melee_damage_base	mult
wh_main_weapon_abilities_sword_of_anti_heroes	1.25	stat_melee_damage_ap	mult
wh_main_weapon_abilities_sword_of_anti_heroes	1.25	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_hammer_of_karak_drazh	-40	stat_melee_attack	add
wh_main_weapon_abilities_the_hammer_of_karak_drazh	0.7	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_mace_of_helsturm	1.6	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_reikland_runefang	24	stat_melee_attack	add
wh_main_weapon_abilities_the_reikland_runefang	8	stat_morale	add
wh_main_weapon_abilities_the_sword_of_couronne	-30	stat_armour	add
wh_main_weapon_abilities_the_sword_of_couronne	-24	stat_melee_defence	add
wh_main_weapon_abilities_tormentor_sword	-24	stat_melee_attack	add
wh_main_weapon_passive_chaos_tomb_blade	5	stat_melee_attack	add
wh_main_weapon_passive_glittering_scales	-5	stat_melee_attack	add
wh_main_weapon_passive_warrior_bane	0.92	stat_melee_damage_base	mult
wh_pro01_item_passive_rune_helm_of_zhufbar	12	stat_morale	add
wh_pro01_lord_abilities_flash_bomb	0.28	scalar_charge_speed	mult
wh_pro01_lord_abilities_flash_bomb	0.28	scalar_speed	mult
wh_pro01_lord_abilities_flash_bomb	-24	stat_melee_defence	add
wh_pro01_weapon_abilities_rune_axe_of_grombrindal	1.5	stat_melee_damage_ap	mult
wh_pro04_unit_abilities_enrage	44	stat_resistance_all	add
wh_pro04_unit_abilities_loecs_shroud	1.24	scalar_speed	mult
wh_pro04_unit_passive_apocalyptic_charge	1.24	scalar_charge_speed	mult
wh_pro04_unit_passive_apocalyptic_charge	1.24	scalar_speed	mult
wh_pro04_unit_passive_guardian	15	stat_resistance_physical	add
wh_pro04_unit_passive_soul_devourer	40	stat_reloading	add
wh_pro04_unit_passive_wildfire_aura	25	stat_resistance_flame	add
