,abilities,ammo,armour,attributes,base_reload_time,caste,category,charge_bonus,charge_speed,charge_speed_flying,damage_mod_all,damage_mod_flame,damage_mod_magic,damage_mod_missile,damage_mod_physical,entity_size,explosion_ap_damage,explosion_base_damage,explosion_radius,faction_group,factions,ground_stat_effect_group,health,health_per_entity,height,key,leadership,mass,melee_ap_damage,melee_ap_ratio,melee_attack,melee_attack_interval,melee_base_damage,melee_bonus_v_infantry,melee_bonus_v_large,melee_defence,melee_total_damage,multiplayer_cost,name,parry_chance,projectile_number,radius,range,ranged_ap_damage,ranged_ap_ratio,ranged_base_damage,ranged_bonus_v_infantry,ranged_bonus_v_large,ranged_total_damage,shots_per_volley,special_category,speed,speed_flying,speed_ground,spells,unit_size
1160,[],18.0,30,"['guerrilla_deploy', 'hide_forest', 'mounted_fire_move']",10.0,Missile Cavalry,Missile Cavalry,12,108,0,0,0,0,0,0,medium,15.0,34.0,3.0,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,3276,91,2.0,wh_main_emp_cav_outriders_1,50,700,3,0.13,18,5.1,21,0,0,14,24,800,Outriders (Grenade Launcher),0,1.0,1.4,100.0,2.0,0.17,10.0,0.0,0.0,12.0,1.0,,84,0,84,[],36
1161,[],12.0,30,"['guerrilla_deploy', 'hide_forest', 'mounted_fire_move']",9.0,Missile Cavalry,Missile Cavalry,20,113,0,0,0,0,0,0,medium,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,3420,76,2.0,wh_main_emp_cav_pistoliers_1,50,400,3,0.13,20,5.1,21,0,0,14,24,500,Pistoliers,0,1.0,1.4,80.0,2.0,0.13,13.0,0.0,0.0,15.0,2.0,,90,0,90,[],45
1162,"['Emergency Vent', 'Kaboom!']",40.0,160,"['causes_fear', 'causes_terror', 'unbreakable']",11.0,Chariot,War Machine,80,84,0,0,0,0,0,0,large,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,6801,6801,3.0,wh2_dlc13_emp_veh_steam_tank_ror_0,100,5000,140,0.7,36,4.0,60,18,0,10,200,2400,The Emperor's Wrath (Steam Tank),0,1.0,4.0,380.0,380.0,0.76,120.0,0.0,0.0,500.0,1.0,elector_counts,48,0,48,[],1
1163,[],240.0,90,['mounted_fire_move'],6.0,Chariot,Missile Chariot,29,90,0,0,0,0,0,0,large,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,3600,1200,1.8,wh2_dlc13_emp_veh_war_wagon_0,65,1200,6,0.23,18,4.0,20,0,0,12,26,850,War Wagons,0,1.0,1.4,130.0,25.0,0.83,5.0,0.0,0.0,30.0,1.0,,50,0,50,[],3
1164,[],22.0,90,[],19.0,Chariot,Missile Chariot,29,90,0,0,0,0,0,0,large,16.0,60.0,6.0,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,3504,1168,1.8,wh2_dlc13_emp_veh_war_wagon_1,65,1200,6,0.23,18,4.0,20,0,0,12,26,950,War Wagons (Mortars),0,1.0,1.4,380.0,30.0,0.23,100.0,0.0,0.0,130.0,1.0,,50,0,50,[],3
1165,[],16.0,90,[],10.0,Chariot,Missile Chariot,29,90,0,0,0,0,0,0,large,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,3504,1168,1.8,wh2_dlc13_emp_veh_war_wagon_ror_0,75,1200,6,0.23,24,4.0,20,0,0,17,26,1900,The Black Lions (War Wagons - Helblasters),0,1.0,1.4,250.0,57.0,0.76,18.0,0.0,0.0,75.0,9.0,renown,50,0,50,[],3
1166,"['Net of Amyntok', 'Locus of Hysh', 'Aura of Protection']",14.0,60,['encourages'],22.0,Chariot,Magic Chariot,18,90,0,0,0,0,0,0,large,630.0,270.0,6.0,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,3486,3486,1.8,wh_dlc04_emp_veh_templehof_luminark_0,70,1600,6,0.23,17,4.0,20,0,0,12,26,1900,Templehof Luminark (Luminark of Hysh),0,1.0,1.4,320.0,855.0,0.63,495.0,0.0,0.0,1350.0,1.0,renown,50,0,50,[],1
1167,"['Locus of Hysh', 'Aura of Protection']",14.0,60,[],22.0,Chariot,Magic Chariot,18,90,0,0,0,0,0,0,large,630.0,270.0,6.0,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,3486,3486,1.8,wh_main_emp_veh_luminark_of_hysh_0,60,1600,6,0.23,12,4.0,20,0,0,8,26,1700,Luminark of Hysh,0,1.0,1.4,320.0,855.0,0.63,495.0,0.0,0.0,1350.0,1.0,,50,0,50,[],1
1168,[],40.0,160,"['causes_fear', 'causes_terror', 'unbreakable']",11.0,Chariot,War Machine,80,84,0,0,0,0,0,0,large,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,6801,6801,3.0,wh_main_emp_veh_steam_tank,100,5000,140,0.7,36,4.0,60,18,0,10,200,2200,Steam Tank,0,1.0,4.0,380.0,352.0,0.8,88.0,0.0,0.0,440.0,1.0,,48,0,48,[],1
1169,[],,125,"['causes_fear', 'causes_terror', 'hide_forest']",,Monstrous Cavalry,Monstrous Shock Cavalry,48,110,0,0,0,0,0,0,medium,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire']",large,5040,210,2.5,wh_dlc04_emp_cav_royal_altdorf_gryphites_0,80,1300,35,0.67,41,4.8,17,0,25,38,52,1850,The Royal Altdorf Gryphites (Demigryph Knights),0,,1.5,,,,,,,,,renown,75,0,75,[],24
1170,[],,125,"['causes_fear', 'hide_forest']",,Monstrous Cavalry,Monstrous Shock Cavalry,60,110,0,0,0,0,0,0,medium,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,5040,210,2.5,wh_main_emp_cav_demigryph_knights_0,70,1300,39,0.67,38,4.7,19,0,0,36,58,1400,Demigryph Knights,30,,1.5,,,,,,,,,,75,0,75,[],24
1171,[],,125,"['causes_fear', 'hide_forest']",,Monstrous Cavalry,Monstrous Shock Cavalry,48,110,0,0,0,0,0,0,medium,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",large,5040,210,2.5,wh_main_emp_cav_demigryph_knights_1,70,1300,35,0.67,32,4.8,17,0,25,30,52,1500,Demigryph Knights (Halberds),0,,1.5,,,,,,,,,,75,0,75,[],24
1172,[],22.0,20,['cant_run'],19.0,War Machine,Siege Artillery,5,20,0,0,0,0,0,0,very_large,16.0,60.0,6.0,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",small,3267,1089,1.7,wh2_dlc13_emp_art_mortar_ror_0,50,3000,3,0.13,10,4.3,21,0,0,6,24,800,Sootson's Guns (Mortars),0,1.0,1.5,380.0,35.0,0.25,105.0,0.0,0.0,140.0,1.0,elector_counts,20,0,20,[],3
1173,['Gyrocopter Bomb'],18.0,120,[],9.0,War Machine,Flying War Machine,25,90,120,0,0,25,0,0,very_large,8.0,37.0,5.0,huntmarshall,"[""The Huntsmarshal's Expedition""]",large,2988,996,2.5,wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0,70,700,16,0.24,30,3.2,50,0,0,15,66,1000,Obsinite Gyrocopter,0,1.0,1.5,100.0,8.0,0.31,18.0,0.0,0.0,26.0,1.0,elector_counts,105,105,70,[],3
1174,[],30.0,20,['cant_run'],22.0,War Machine,Siege Artillery,5,20,0,0,0,0,0,25,very_large,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",small,3267,1089,2.0,wh_dlc04_emp_art_hammer_of_the_witches_0,60,3000,3,0.13,13,4.3,21,0,0,10,24,1100,Hammer of the Witches (Great Cannons),0,1.0,2.6,450.0,435.0,0.75,145.0,0.0,0.0,580.0,1.0,renown,20,0,20,[],3
1175,[],8.0,20,['cant_run'],25.0,War Machine,Rocket Battery,5,22,0,0,0,0,0,0,very_large,51.0,22.0,6.0,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",small,3267,1089,2.3,wh_dlc04_emp_art_sunmaker_0,60,3000,3,0.13,14,4.3,21,0,0,9,24,1800,The Sunmaker (Helstorm Rocket Battery),0,1.0,1.9,480.0,70.0,0.7,30.0,0.0,0.0,100.0,9.0,renown,22,0,22,[],3
1176,[],22.0,20,['cant_run'],22.0,War Machine,Siege Artillery,5,20,0,0,0,0,0,0,very_large,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",small,3267,1089,2.0,wh_main_emp_art_great_cannon,50,3000,3,0.13,10,4.3,21,0,0,6,24,800,Great Cannons,0,1.0,2.6,450.0,352.0,0.8,88.0,0.0,0.0,440.0,1.0,,20,0,20,[],3
1177,[],22.0,20,['cant_run'],10.0,War Machine,Field Gun,5,22,0,0,0,0,0,0,very_large,,,,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",small,3267,1089,2.0,wh_main_emp_art_helblaster_volley_gun,50,3000,3,0.13,10,4.3,21,0,0,6,24,1050,Helblaster Volley Guns,0,1.0,1.8,290.0,57.0,0.76,18.0,0.0,0.0,75.0,9.0,,22,0,22,[],3
1178,[],22.0,20,['cant_run'],17.0,War Machine,Rocket Battery,5,22,0,0,0,0,0,0,very_large,51.0,22.0,6.0,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",small,3267,1089,2.3,wh_main_emp_art_helstorm_rocket_battery,50,3000,3,0.13,10,4.3,21,0,0,6,24,1050,Helstorm Rocket Battery,0,1.0,1.9,480.0,70.0,0.7,30.0,0.0,0.0,100.0,3.0,,22,0,22,[],3
1179,[],22.0,20,['cant_run'],19.0,War Machine,Siege Artillery,5,20,0,0,0,0,0,0,very_large,16.0,60.0,6.0,emp,"['The Golden Order', ""The Huntsmarshal's Expedition"", 'The Empire', 'Middenland']",small,3267,1089,1.7,wh_main_emp_art_mortar,50,3000,3,0.13,10,4.3,21,0,0,6,24,650,Mortars,0,1.0,1.5,380.0,30.0,0.23,100.0,0.0,0.0,130.0,1.0,,20,0,20,[],3
1180,"[""Da Great 'Un Iz 'Ere!"", 'Language of Da Boyz', 'Regeneration']",,100,['encourages'],,Lord,Chariot,90,108,0,0,0,0,15,0,medium,,,,grn,"['Broken Axe', 'Greenskins']",large,3972,3972,1.2,wh2_dlc15_grn_cha_grom_the_paunch_0,70,1400,140,0.33,40,4.0,290,30,0,30,430,1500,Grom the Paunch,0,,1.2,,,,,,,,,,84,0,84,[],1
1181,"[""Don't Even Try It"", 'Arcane Conduit']",200.0,150,"['causes_fear', 'causes_terror', 'encourages', 'mounted_fire_move', 'strider']",5.0,Lord,Wizard,40,75,0,0,0,0,15,0,very_large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large_bst,6843,6843,8.8,wh2_twa01_grn_cha_goblin_great_shaman_3,55,4000,280,0.74,54,3.2,100,0,14,30,380,2050,Goblin Great Shaman on Arachnarok Spider (Catchweb Spidershrine),0,1.0,4.9,100.0,5.0,0.21,19.0,0.0,0.0,24.0,1.0,,57,0,57,"[""Sneaky Stealin'"", 'Curse of Da Bad Moon', ""Gork'll Fix It"", 'Itchy Nuisance', 'Night Shroud', ""Sneaky Stabbin'"", 'Vindictive Glare']",1
1182,"[""Da Boss' Loons"", 'Fermented Fungi', ""Get Back 'Ere!""]",,25,"['encourages', 'guerrilla_deploy', 'hide_forest']",,Lord,Sword Infantry,35,45,0,0,0,0,15,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,2931,2931,1.3,wh_dlc06_grn_cha_night_goblin_warboss_0,60,350,140,0.35,45,4.0,260,0,0,53,400,550,Night Goblin Warboss,55,,0.6,,,,,,,,,,35,0,35,[],1
1183,"[""Da Boss' Loons"", 'Fermented Fungi', ""Get Back 'Ere!""]",,55,"['encourages', 'guerrilla_deploy', 'hide_forest', 'immune_to_psychology']",,Lord,Cavalry,65,100,0,0,0,0,15,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3348,3348,1.7,wh_dlc06_grn_cha_night_goblin_warboss_1,60,1300,260,0.65,45,4.0,140,40,0,53,400,1000,Night Goblin Warboss on Great Cave Squig,35,,0.8,,,,,,,,,,82,0,82,[],1
1184,"['Fermented Fungi', 'Spite of Da Bad Moon', 'Tricksy Traps', ""Get Back 'Ere!""]",,50,"['charge_reflector_vs_large', 'encourages', 'guerrilla_deploy', 'hide_forest']",,Lord,Halberd Infantry,52,44,0,0,0,0,15,0,small,,,,grn,"['Crooked Moon', 'Greenskins']",small,5001,5001,1.5,wh_dlc06_grn_cha_skarsnik_0,75,2000,300,0.73,48,4.0,110,0,30,55,410,1200,Skarsnik,0,,0.85,,,,,,,,,,35,0,35,[],1
1185,"[""'Effagee' of da Git"", 'Warpaint of Wurrzag', ""Wurrzag's Revenge"", ""Get Back 'Ere!"", 'Frenzy']",,30,"['encourages', 'hide_forest']",,Lord,Wizard,55,45,0,0,0,0,0,25,small,,,,grn,"['Greenskins', 'The Bloody Handz']",small,3096,3096,2.3,wh_dlc06_grn_cha_wurrzag_0,65,800,95,0.28,43,4.0,245,0,0,25,340,700,Wurrzag,0,,0.89,,,,,,,,,,36,0,36,"['Power of da Waaagh!', 'Brain Bursta', ""'Eadbutt"", ""'Ere We Go"", 'Fists of Gork', 'Foot of Gork', 'Gaze of Mork']",1
1186,"[""'Effagee' of da Git"", 'Warpaint of Wurrzag', ""Wurrzag's Revenge"", ""Get Back 'Ere!"", 'Frenzy']",,55,"['encourages', 'hide_forest']",,Lord,Wizard,80,100,0,0,0,0,0,25,medium,,,,grn,"['Greenskins', 'The Bloody Handz']",large,3510,3510,1.75,wh_dlc06_grn_cha_wurrzag_1,65,1800,240,0.71,43,4.0,100,0,0,25,340,1000,Wurrzag on Spleenrippa,0,,1.5,,,,,,,,,,62,0,62,"['Power of da Waaagh!', 'Brain Bursta', ""'Eadbutt"", ""'Ere We Go"", 'Fists of Gork', 'Foot of Gork', 'Gaze of Mork']",1
1187,"['Foe-Seeker', 'Get on Wiv it!']",,70,"['encourages', 'hide_forest']",,Lord,Wizard,50,45,0,0,0,0,15,0,small,,,,grn,"['Bonerattlaz', 'Greenskins']",small,3297,3297,2.3,wh_main_grn_cha_azhag_the_slaughterer_0,72,800,295,0.7,60,4.0,125,0,0,36,420,950,Azhag the Slaughterer,0,,0.89,,,,,,,,,,36,0,36,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",1
1188,"['Foe-Seeker', 'Get on Wiv it!']",,70,"['causes_fear', 'causes_terror', 'encourages']",,Lord,Wizard,80,95,140,0,0,0,25,0,very_large,,,,grn,"['Bonerattlaz', 'Greenskins']",large,4287,4287,4.0,wh_main_grn_cha_azhag_the_slaughterer_1,72,1600,305,0.64,50,4.0,175,0,0,32,480,1750,Azhag the Slaughterer on Skullmuncha,0,,4.5,,,,,,,,,,110,110,70,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",1
1189,"[""Don't Even Try It"", 'Arcane Conduit']",,25,"['encourages', 'hide_forest']",,Lord,Wizard,20,43,0,0,0,0,15,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,2766,2766,1.2,wh_main_grn_cha_goblin_great_shaman_0,55,300,80,0.29,24,4.0,200,0,0,26,280,450,Goblin Great Shaman,0,,0.6,,,,,,,,,,33,0,33,"[""Sneaky Stealin'"", 'Curse of Da Bad Moon', ""Gork'll Fix It"", 'Itchy Nuisance', 'Night Shroud', ""Sneaky Stabbin'"", 'Vindictive Glare']",1
1190,"[""Don't Even Try It"", 'Arcane Conduit']",,25,"['encourages', 'guerrilla_deploy', 'hide_forest']",,Lord,Wizard,50,108,0,0,0,0,15,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3057,3057,1.2,wh_main_grn_cha_goblin_great_shaman_1,55,400,80,0.29,24,4.0,200,0,0,26,280,650,Goblin Great Shaman on Giant Wolf,0,,1.2,,,,,,,,,,92,0,92,"[""Sneaky Stealin'"", 'Curse of Da Bad Moon', ""Gork'll Fix It"", 'Itchy Nuisance', 'Night Shroud', ""Sneaky Stabbin'"", 'Vindictive Glare']",1
1191,"[""You're Next!"", 'Best of Da Best', ""Get Back 'Ere!""]",,120,"['encourages', 'hide_forest', 'immune_to_psychology']",,Lord,Great Axe Infantry,70,46,0,0,0,0,15,0,small,,,,grn,['Greenskins'],small,4152,4152,2.3,wh_main_grn_cha_grimgor_ironhide,75,2000,350,0.7,70,3.8,150,0,0,45,500,1400,Grimgor Ironhide,0,,0.89,,,,,,,,,,38,0,38,[],1
1192,"[""Smash 'Em Faster"", 'Foe-Seeker']",,70,"['encourages', 'hide_forest']",,Lord,Sword Infantry,60,45,0,0,0,0,15,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,3315,3315,2.3,wh_main_grn_cha_orc_warboss_0,70,1200,280,0.7,58,4.0,120,0,0,46,400,1000,Orc Warboss,35,,0.89,,,,,,,,,,36,0,36,[],1
1193,"[""Smash 'Em Faster"", 'Foe-Seeker']",,70,"['causes_fear', 'causes_terror', 'encourages']",,Lord,Flying Monster,80,95,140,0,0,0,25,0,very_large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,4287,4287,4.0,wh_main_grn_cha_orc_warboss_1,70,1600,300,0.67,45,4.0,150,0,0,32,450,1650,Orc Warboss on Wyvern,0,,4.5,,,,,,,,,,110,110,70,[],1
1194,"[""Smash 'Em Faster"", 'Foe-Seeker']",,70,"['encourages', 'hide_forest']",,Lord,Cavalry,80,100,0,0,0,0,15,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3792,3792,1.75,wh_main_grn_cha_orc_warboss_2,70,1800,315,0.7,58,4.0,135,0,0,47,450,1300,Orc Warboss on Warboar,35,,1.5,,,,,,,,,,62,0,62,[],1
1195,"['Mither', 'Swamp Breath', 'Overwhelming Odour', 'Regeneration']",,50,"['causes_fear', 'encourages', 'hide_forest']",,Hero,Wizard,24,78,0,0,0,0,15,0,large,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",aquatic_large,4256,4256,4.2,wh2_dlc15_grn_cha_river_troll_hag_0,55,3000,225,0.63,25,4.0,135,0,0,32,360,700,Giant River Troll Hag,0,,1.5,,,,,,,,,,54,0,54,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",1
1196,"['Rabble-Rouse', ""Get Back 'Ere!"", 'Heroic Killing Blow']",,110,"['encourages', 'hide_forest', 'immune_to_psychology']",,Hero,Melee Specialist,45,42,0,0,0,0,15,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,3165,3165,2.3,wh2_pro09_grn_cha_black_orc_big_boss_0,72,1200,170,0.44,55,4.0,220,0,0,55,390,775,Black Orc Big Boss,55,,0.89,,,,,,,,,,33,0,33,[],1
1197,"['Rabble-Rouse', ""Get Back 'Ere!"", 'Heroic Killing Blow']",,110,"['encourages', 'hide_forest', 'immune_to_psychology']",,Hero,Melee Specialist,65,100,0,0,0,0,15,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3546,3546,1.75,wh2_pro09_grn_cha_black_orc_big_boss_1,72,1800,185,0.42,55,4.0,255,0,0,55,440,1075,Black Orc Big Boss on Warboar,55,,1.5,,,,,,,,,,62,0,62,[],1
1198,"['They Needs Stabbin’', 'Slippery']",,35,"['encourages', 'hide_forest']",,Hero,Melee Specialist,30,45,0,0,0,0,15,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,2640,2640,1.3,wh_main_grn_cha_goblin_big_boss_0,55,350,120,0.33,40,4.0,240,0,0,48,360,250,Goblin Big Boss,55,,0.6,,,,,,,,,,35,0,35,[],1
1199,"['They Needs Stabbin’', 'Slippery']",,35,"['encourages', 'hide_forest']",,Hero,Melee Specialist,50,108,0,0,0,0,15,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,2982,2982,1.2,wh_main_grn_cha_goblin_big_boss_1,55,400,120,0.33,40,4.0,240,0,0,48,360,400,Goblin Big Boss on Giant Wolf,35,,1.2,,,,,,,,,,92,0,92,[],1
1200,"['They Needs Stabbin’', 'Slippery']",,45,"['encourages', 'hide_forest', 'strider']",,Hero,Melee Specialist,60,106,0,0,0,0,15,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large_bst,3102,3102,1.5,wh_main_grn_cha_goblin_big_boss_2,55,700,120,0.33,40,4.0,240,0,0,48,360,500,Goblin Big Boss on Giant Spider,35,,1.0,,,,,,,,,,78,0,78,[],1
1201,['Mad Cap Mushrooms'],,15,"['encourages', 'guerrilla_deploy', 'stalk']",,Hero,Wizard,20,45,0,0,0,0,15,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,2565,2565,1.3,wh_main_grn_cha_night_goblin_shaman,50,300,80,0.29,24,4.0,200,0,0,26,280,250,Night Goblin Shaman,0,,0.6,,,,,,,,,,35,0,35,"[""Sneaky Stealin'"", 'Curse of Da Bad Moon', ""Gork'll Fix It"", 'Itchy Nuisance', 'Night Shroud', ""Sneaky Stabbin'"", 'Vindictive Glare']",1
1202,['Evasion'],,30,"['encourages', 'hide_forest']",,Hero,Wizard,40,40,0,0,0,0,15,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,2931,2931,2.3,wh_main_grn_cha_orc_shaman_0,55,900,95,0.31,38,4.0,215,0,0,20,310,300,Orc Shaman,0,,0.89,,,,,,,,,,33,0,33,"['Power of da Waaagh!', 'Brain Bursta', ""'Eadbutt"", ""'Ere We Go"", 'Fists of Gork', 'Foot of Gork', 'Gaze of Mork']",1
1203,['Evasion'],,55,"['encourages', 'hide_forest']",,Hero,Wizard,70,100,0,0,0,0,15,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3348,3348,1.75,wh_main_grn_cha_orc_shaman_1,55,1800,180,0.69,38,4.0,80,0,0,20,260,600,Orc Shaman on Warboar,0,,1.5,,,,,,,,,,62,0,62,"['Power of da Waaagh!', 'Brain Bursta', ""'Eadbutt"", ""'Ere We Go"", 'Fists of Gork', 'Foot of Gork', 'Gaze of Mork']",1
1204,['The Loons of Eight Peaks'],,15,"['guerrilla_deploy', 'stalk', 'unbreakable']",,Melee Infantry,Sword Infantry,12,41,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,6720,56,1.2,wh_dlc06_grn_inf_da_eight_peaks_loonies_0,100,90,6,0.22,34,4.0,21,0,0,31,27,650,Da Eight Peak Loonies (Night Goblin - Fanatics),55,,0.5,,,,,,,,,renown,35,0,35,[],120
1205,[],,15,"['guerrilla_deploy', 'immune_to_psychology', 'stalk']",,Melee Infantry,Sword Infantry,12,41,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,6720,56,1.2,wh_dlc06_grn_inf_da_warlords_boyz_0,54,90,6,0.22,34,4.3,21,0,0,31,27,550,Da Warlord's Boyz (Night Goblins),55,,0.5,,,,,,,,,renown,35,0,35,[],120
1206,[],,110,"['hide_forest', 'immune_to_psychology']",,Melee Infantry,Great Axe Infantry,29,37,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,8100,135,2.0,wh_dlc06_grn_inf_krimson_killerz_0,82,190,36,0.72,45,4.3,14,0,0,34,50,1550,Krimson Killerz (Black Orcs),0,,0.8,,,,,,,,,renown,29,0,29,[],60
1207,"['Smoke Bomb', 'Opportunist Murderer']",,15,"['guerrilla_deploy', 'stalk']",,Melee Infantry,Sneaky Infantry,20,42,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,6240,52,1.2,wh_dlc06_grn_inf_nasty_skulkers_0,40,90,18,0.75,26,4.6,6,0,0,16,24,500,Nasty Skulkers,0,,0.5,,,,,,,,,,37,0,37,[],120
1208,"['Exploding Unit', 'Squigs Go Boom']",,50,"['hide_forest', 'immune_to_psychology']",,Melee Infantry,Exploding Monster,40,100,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,89,89,1.7,wh_dlc06_grn_inf_squig_explosive_0,36,700,24,0.73,26,4.3,9,11,0,18,33,425,Soopa-Squig!,0,,0.8,,,,,,,,,elector_counts,58,0,58,[],1
1209,['Squigs Go Wild'],,50,"['hide_forest', 'immune_to_psychology', 'rampage']",,Melee Infantry,War Beasts,40,100,0,0,0,0,0,0,medium,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",large,3840,128,1.7,wh_dlc06_grn_inf_squig_herd_0,36,800,24,0.73,26,4.3,9,11,0,18,33,500,Squig Herd,0,,0.7,,,,,,,,,,58,0,58,[],30
1210,[],,45,"['expendable', 'hide_forest', 'strider']",,Melee Infantry,Spider,19,106,0,0,0,0,0,0,very_small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small_strider,3285,73,0.9,wh_dlc06_grn_mon_spider_hatchlings_0,50,90,5,0.22,22,4.3,18,0,0,20,23,150,Spider Hatchlings,0,,0.7,,,,,,,,,,76,0,76,[],45
1211,[],,110,"['hide_forest', 'immune_to_psychology']",,Melee Infantry,Great Axe Infantry,29,37,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,8100,135,2.0,wh_main_grn_inf_black_orcs,72,190,36,0.72,36,3.7,14,0,0,26,50,1150,Black Orcs,0,,0.8,,,,,,,,,,29,0,29,[],60
1212,[],,25,"['expendable', 'hide_forest']",,Melee Infantry,Spear Infantry,8,40,0,0,0,0,0,0,small,,,,grn,"['Bonerattlaz', 'Broken Axe', 'Crooked Moon', 'Greenskins', 'The Bloody Handz']",small,6720,56,1.2,wh_main_grn_inf_goblin_spearmen,50,90,6,0.24,20,4.6,19,0,0,26,25,300,Goblins,55,,0.5,,,,,,,,,,33,0,33,[],120
