,abilities,acceleration,accuracy,ammo,armour,attributes,base_reload_time,calibration_area,calibration_distance,caste,category,charge_bonus,charge_speed,charge_speed_flying,damage_mod_all,damage_mod_flame,damage_mod_magic,damage_mod_missile,damage_mod_physical,deceleration,entity_size,explosion_ap_damage,explosion_base_damage,explosion_contact_effect,explosion_is_flaming,explosion_is_magical,explosion_radius,faction_group,factions,fly_speed,ground_stat_effect_group,health,health_per_entity,height,is_large,key,leadership,mass,melee_ap_damage,melee_ap_ratio,melee_attack,melee_attack_interval,melee_base_damage,melee_bonus_v_infantry,melee_bonus_v_large,melee_contact_effect,melee_defence,melee_is_flaming,melee_is_magical,melee_splash_attack_multiplier,melee_splash_attack_target_size,melee_splash_attacks,melee_total_damage,missile_block_chance,multiplayer_cost,name,projectile_number,range,ranged_ap_damage,ranged_ap_ratio,ranged_base_damage,ranged_bonus_v_infantry,ranged_bonus_v_large,ranged_contact_effect,ranged_is_flaming,ranged_is_magical,ranged_total_damage,recruitment_time,reload_skill,run_speed,shots_per_volley,singleplayer_cost,singleplayer_upkeep,special_category,speed,spells,unit_card,unit_size
962,[],40,10,22,80,['Hide (Forest)'],13.0,4.7,110,Missile Infantry,Missile Infantry,4,37,0,0,0,25,0,0,45,small,0,0,,False,False,0,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",0,small,4200,70,1.4,False,wh_main_dwf_inf_quarrellers_0,66,150,7,0.25,18,4.3,21,0,0,,28,False,False,1.0,,1,28,35,550,Quarrellers,1,160,6,0.25,18,0,0,,False,False,24,1,10,28,1,550,137,,28,[],wh_main_dwf_quarrellers.png,60
963,[],40,10,22,80,['Hide (Forest)'],13.0,4.7,110,Missile Infantry,Missile Infantry,16,37,0,0,0,25,0,0,45,small,0,0,,False,False,0,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",0,small,4200,70,1.4,False,wh_main_dwf_inf_quarrellers_1,66,150,23,0.77,24,4.3,7,0,0,,22,False,False,1.0,,1,30,0,600,Quarrellers (Great Weapons),1,160,6,0.25,18,0,0,,False,False,24,1,10,28,1,600,150,,28,[],wh_main_dwf_quarrellers_great_weapons.png,60
964,[],40,10,22,80,['Hide (Forest)'],13.0,1.65,90,Missile Infantry,Missile Infantry,4,37,0,0,0,25,0,0,45,small,0,0,,False,False,0,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",0,small,4260,71,1.4,False,wh_main_dwf_inf_thunderers_0,66,150,7,0.25,20,4.3,21,0,0,,28,False,False,1.0,,1,28,35,700,Thunderers,1,145,17,0.77,5,0,0,,False,False,22,1,10,28,1,700,175,,28,[],wh_main_dwf_thunderers.png,60
965,[],30,10,22,40,"[""Can't Run"", 'Hide (Forest)']",13.0,2.9,265,War Machine,Field Artillery,2,24,0,0,0,25,0,0,40,very_large,0,0,,False,False,0,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",0,small,3207,1069,1.8,True,wh_dlc06_dwf_art_bolt_thrower_0,75,2000,7,0.25,16,4.3,21,0,0,,20,False,False,1.0,,1,28,0,550,Bolt Throwers,1,340,116,0.81,28,0,30,,False,False,144,1,10,20,1,550,137,,20,[],wh_dlc06_dwf_bolt_thrower.png,3
968,[],20,10,22,40,"[""Can't Run""]",22.0,7.8,265,War Machine,Siege Artillery,2,20,0,0,0,25,0,0,30,very_large,0,0,,False,False,0,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",0,small,3357,1119,1.8,True,wh_main_dwf_art_cannon,66,3000,7,0.25,16,4.3,21,0,0,,20,False,False,1.0,,1,28,0,800,Cannons,1,440,336,0.8,84,0,0,,False,False,420,2,10,20,1,800,200,,20,[],wh_main_dwf_cannon.png,3
969,[],20,10,25,40,"[""Can't Run""]",10.0,9.9,120,War Machine,Field Gun,2,20,0,0,0,25,0,0,30,very_large,30,70,Burnt!,1,False,7,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",0,small,3357,1119,1.6,True,wh_main_dwf_art_flame_cannon,66,3000,7,0.25,16,4.3,21,0,0,,20,False,False,1.0,,1,28,0,1300,Flame Cannons,1,230,140,0.35,260,0,0,Burnt!,True,False,400,3,10,20,1,1300,325,,20,[],wh_main_dwf_flame_cannon.png,3
970,[],20,10,22,40,"[""Can't Run""]",20.0,80.0,340,War Machine,Catapult,2,20,0,0,0,25,0,0,30,very_large,65,40,,0,False,4,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",0,small,3432,1144,2.8,True,wh_main_dwf_art_grudge_thrower,66,3000,7,0.25,16,4.3,21,0,0,,20,False,False,1.0,,1,28,0,700,Grudge Throwers,1,440,140,0.82,30,0,0,,False,False,170,1,10,20,1,700,175,,20,[],wh_main_dwf_grudge_thrower.png,3
971,[],20,10,24,40,"[""Can't Run""]",12.0,5.3,180,War Machine,Field Gun,2,20,0,0,0,25,0,0,30,very_large,0,0,,False,False,0,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",0,small,3357,1119,1.6,True,wh_main_dwf_art_organ_gun,66,3000,7,0.25,16,4.3,21,0,0,,20,False,False,1.0,,1,28,0,1100,Organ Guns,1,300,68,0.76,22,0,0,,False,False,90,2,10,20,4,1100,275,,20,[],wh_main_dwf_organ_gun.png,3
972,['Gyrobomber Bomb'],50,10,29,100,['Fire While Moving'],5.0,6.0,80,War Machine,Flying War Machine,30,80,110,0,0,25,0,0,80,large,16,8,,0,False,2,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",90,large,2344,2344,2.7,True,wh_main_dwf_veh_gyrobomber,66,1100,20,0.23,40,3.2,68,0,0,,4,False,False,1.0,large,3,88,0,1150,Gyrobomber,1,125,31,0.74,11,0,0,Suppressed!,False,False,42,3,10,60,8,1150,287,,90,[],wh_main_dwf_gyrobomber.png,1
973,['Gyrocopter Bomb'],60,10,22,100,[],9.0,13.0,80,War Machine,Flying War Machine,25,90,120,0,0,25,0,0,100,very_large,8,37,,0,False,5,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",105,large,2829,943,2.5,True,wh_main_dwf_veh_gyrocopter_0,66,700,16,0.24,30,3.2,50,0,0,,6,False,False,1.0,large,3,66,0,700,Gyrocopter,1,75,4,0.25,12,0,0,,False,False,16,2,10,70,1,700,175,,105,[],wh_main_dwf_gyrocopter.png,3
974,['Gyrocopter Bomb'],60,10,18,100,[],11.0,2.4,85,War Machine,Flying War Machine,25,90,120,0,0,25,0,0,100,very_large,0,0,,False,False,0,dwf,"['Dwarfs', 'Clan Angrund', 'Karak Kadrin']",105,large,2829,943,2.5,True,wh_main_dwf_veh_gyrocopter_1,66,700,16,0.24,30,3.2,50,0,0,,6,False,False,1.0,large,3,66,0,800,Gyrocopter (Brimstone Gun),1,100,85,0.75,28,0,15,,True,False,113,2,10,70,1,800,200,,105,[],wh_main_dwf_gyrocopter_brimstone.png,3
975,"['Deadly Onslaught', 'Foe-Seeker', 'Stand or Die!']",80,0,0,80,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Flying Monster,60,100,130,0,0,0,15,0,100,large,0,0,,False,False,0,chs,['Warriors of Chaos'],85,large,4107,4107,3.0,True,wh_dlc01_chs_cha_chaos_lord_10,75,1600,170,0.35,54,3.6,320,0,0,,45,False,False,1.0,large,8,490,0,1400,Chaos Lord on Manticore,0,0,0,,0,0,0,,,,0,1,0,70,0,1400,350,,85,[],wh_main_chs_lord.png,1
976,"['Dark Fire of Chaos', 'Deadly Onslaught', 'Foe-Seeker', 'Stand or Die!']",60,0,0,70,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Flying Monster,50,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,chs,['Warriors of Chaos'],90,large,5583,5583,4.5,True,wh_dlc01_chs_cha_chaos_lord_2,75,2200,410,0.75,54,3.8,140,0,0,,44,True,False,1.0,large,8,550,0,2300,Chaos Lord on Chaos Dragon,0,0,0,,0,0,0,,,,0,1,0,65,0,2300,575,,90,[],wh_main_chs_lord.png,1
977,"['Arcane Conduit', 'Evasion']",20,0,0,100,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,20,40,0,0,0,0,15,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,2856,2856,2.2,False,wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0,70,600,120,0.33,48,4.0,240,0,0,,44,False,False,1.0,medium,5,360,0,700,Chaos Sorcerer Lord ,0,0,0,,0,0,0,,,,0,1,0,33,0,1000,250,,33,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",wh_dlc01_chs_sorcerer_lord.png,1
978,"['Dark Fire of Chaos', 'Arcane Conduit', 'Evasion']",60,0,0,70,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Wizard,45,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,chs,['Warriors of Chaos'],90,large,5487,5487,4.5,True,wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10,70,2200,380,0.73,46,4.0,140,0,0,,40,True,False,1.0,large,6,520,0,2100,Chaos Sorcerer Lord on Chaos Dragon,0,0,0,,0,0,0,,,,0,1,0,65,0,2100,525,,90,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",wh_dlc01_chs_sorcerer_lord.png,1
979,"['Arcane Conduit', 'Evasion']",70,0,0,90,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,40,108,0,0,0,0,15,0,70,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,3222,3222,2.0,True,wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12,70,950,120,0.33,48,4.0,240,0,0,,44,False,False,1.0,medium,5,360,0,900,Chaos Sorcerer Lord on Chaos Steed,0,0,0,,0,0,0,,,,0,1,0,78,0,1100,275,,78,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",wh_dlc01_chs_sorcerer_lord.png,1
980,"['Arcane Conduit', 'Evasion']",60,0,0,120,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Wizard,40,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,3222,3222,2.0,True,wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13,70,1500,120,0.33,48,4.0,240,0,0,,44,False,False,1.0,medium,5,360,0,950,Chaos Sorcerer Lord on Barded Chaos Steed,0,0,0,,0,0,0,,,,0,1,0,66,0,1200,300,,66,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",wh_dlc01_chs_sorcerer_lord.png,1
981,"['Arcane Conduit', 'Evasion']",80,0,0,80,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Wizard,50,100,130,0,0,0,15,0,100,large,0,0,,False,False,0,chs,['Warriors of Chaos'],85,large,3957,3957,3.0,True,wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9,70,1600,155,0.35,42,3.6,290,0,0,,36,False,False,1.0,large,5,445,0,1200,Chaos Sorcerer Lord on Manticore,0,0,0,,0,0,0,,,,0,1,0,70,0,1500,375,,85,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",wh_dlc01_chs_sorcerer_lord.png,1
997,"['Foe-Seeker', 'Stand or Die!', 'Lord of the Storm']",40,0,0,95,"['Fear', 'Terror', 'Encourage']",,0.0,0,Lord,Dragon Ogre Shaggoth,52,110,0,0,0,0,25,0,40,very_large,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,6441,6441,6.75,True,wh_dlc01_chs_cha_kholek,75,6000,405,0.75,60,3.7,135,0,28,,52,False,False,1.0,large,7,540,0,2200,Kholek Suneater,0,0,0,,0,0,0,,,,0,1,0,78,0,2200,525,,78,[],wh_dlc01_chs_kholek.png,1
998,"['Deadly Onslaught', 'Foe-Seeker', 'Stand or Die!']",30,0,0,110,"['Charge Defense', 'Encourage', 'Hide (Forest)', 'Immune to Psychology', 'Strider']",,0.0,0,Lord,Sword Infantry,45,46,0,0,0,0,15,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small_strider,3915,3915,2.2,False,wh_dlc01_chs_cha_prince_sigvald_the_magnificent,90,1200,180,0.35,70,4.0,340,0,0,,60,False,False,1.0,medium,4,520,55,1000,Prince Sigvald the Magnificent,0,0,0,,0,0,0,,,,0,1,0,40,0,1200,120,,40,[],wh_dlc01_chs_sigvald.png,1
999,"['Foe-Seeker', 'Stand or Die!', 'Frenzy']",20,0,0,120,"['Encourage', 'Hide (Forest)', 'Immune to Psychology']",,0.0,0,Lord,Wizard,55,40,0,0,0,0,15,10,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,4356,4356,2.2,False,wh_main_chs_cha_archaon_the_everchosen_0,85,1300,330,0.7,70,4.0,140,0,0,,60,False,True,1.0,medium,7,470,60,1450,Archaon the Everchosen,0,0,0,,0,0,0,,,,0,1,0,33,0,2000,350,,33,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",wh_main_chs_archaon.png,1
1000,"['Foe-Seeker', 'Stand or Die!', 'Frenzy']",70,0,0,120,"['Fear', 'Encourage', 'Hide (Forest)', 'Immune to Psychology', 'Strider']",,0.0,0,Lord,Wizard,90,108,0,0,0,0,15,10,70,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large_bst,5208,5208,2.0,True,wh_main_chs_cha_archaon_the_everchosen_1,85,1800,330,0.7,70,4.0,140,0,0,,60,False,True,1.0,medium,7,470,35,1850,Archaon the Everchosen on Dorghar,0,0,0,,0,0,0,,,,0,1,0,78,0,2500,450,,78,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",wh_main_chs_archaon.png,1
1001,"['Deadly Onslaught', 'Foe-Seeker', 'Stand or Die!']",20,0,0,100,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Sword Infantry,35,40,0,0,0,0,15,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,3480,3480,2.2,False,wh_main_chs_cha_chaos_lord_0,75,600,170,0.35,65,4.0,320,0,0,,55,False,False,1.0,medium,8,490,55,900,Chaos Lord,0,0,0,,0,0,0,,,,0,1,0,33,0,1000,250,,33,[],wh_main_chs_lord.png,1
1002,"['Deadly Onslaught', 'Foe-Seeker', 'Stand or Die!']",70,0,0,90,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Cavalry,50,108,0,0,0,0,15,0,70,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,3921,3921,2.0,True,wh_main_chs_cha_chaos_lord_11,75,950,170,0.35,65,4.0,320,0,0,,55,False,False,1.0,medium,8,490,35,1100,Chaos Lord on Chaos Steed,0,0,0,,0,0,0,,,,0,1,0,78,0,1100,275,,78,[],wh_main_chs_lord.png,1
1003,"['Deadly Onslaught', 'Foe-Seeker', 'Stand or Die!']",60,0,0,120,"['Encourage', 'Hide (Forest)']",,0.0,0,Lord,Cavalry,50,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,3921,3921,2.0,True,wh_main_chs_cha_chaos_lord_12,75,1500,170,0.35,65,4.0,320,0,0,,55,False,False,1.0,medium,8,490,35,1150,Chaos Lord on Barded Chaos Steed,0,0,0,,0,0,0,,,,0,1,0,66,0,1150,300,,66,[],wh_main_chs_lord.png,1
1004,"['Arcane Conduit', 'Stand or Die!']",80,0,0,30,"['Fear', 'Terror', 'Encourage', 'Unbreakable']",,0.0,0,Lord,Wizard,40,110,0,0,0,25,50,0,80,very_large,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,6132,6132,5.0,True,wh_main_chs_cha_lord_of_change_0,100,5000,140,0.32,60,4.0,300,0,0,,40,False,True,1.0,medium,6,440,0,1650,Sarthorael the Everwatcher,0,0,0,,0,0,0,,,,0,1,0,60,0,1000,100,,60,"['Metalshifting', 'Final Transmutation', ""Gehenna's Golden Hounds"", 'Glittering Robe', 'Plague of Rust', 'Searing Doom', 'Transmutation of Lead']",wh_main_chs_lord_of_change.png,1
1005,['Evasion'],20,0,0,100,"['Encourage', 'Hide (Forest)']",,0.0,0,Hero,Wizard,16,40,0,0,0,0,15,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,2640,2640,2.2,False,wh_dlc01_chs_cha_chaos_sorcerer_shadows_0,60,600,95,0.3,42,4.0,220,0,0,,40,False,False,1.0,medium,5,315,0,400,Chaos Sorcerer ,0,0,0,,0,0,0,,,,0,1,0,33,0,1000,250,,33,"['Smoke & Mirrors', ""Melkoth's Mystifying Miasma"", ""Okkam's Mindrazor"", 'Pit of Shades', 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Withering']",wh_main_chs_sorcerer.png,1
1006,['Evasion'],70,0,0,90,"['Encourage', 'Hide (Forest)']",,0.0,0,Hero,Wizard,30,108,0,0,0,0,15,0,70,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,2982,2982,2.0,True,wh_dlc01_chs_cha_chaos_sorcerer_shadows_1,60,950,95,0.3,42,4.0,220,0,0,,40,False,False,1.0,medium,5,315,0,600,Chaos Sorcerer on Chaos Steed,0,0,0,,0,0,0,,,,0,1,0,78,0,1100,275,,78,"['Smoke & Mirrors', ""Melkoth's Mystifying Miasma"", ""Okkam's Mindrazor"", 'Pit of Shades', 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Withering']",wh_main_chs_sorcerer.png,1
1007,['Evasion'],60,0,0,120,"['Encourage', 'Hide (Forest)']",,0.0,0,Hero,Wizard,30,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,2982,2982,2.0,True,wh_dlc01_chs_cha_chaos_sorcerer_shadows_2,60,1500,95,0.3,42,4.0,220,0,0,,40,False,False,1.0,medium,5,315,0,650,Chaos Sorcerer on Barded Chaos Steed,0,0,0,,0,0,0,,,,0,1,0,66,0,1200,300,,66,"['Smoke & Mirrors', ""Melkoth's Mystifying Miasma"", ""Okkam's Mindrazor"", 'Pit of Shades', 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Withering']",wh_main_chs_sorcerer.png,1
1008,['Evasion'],80,0,0,80,"['Fear', 'Terror', 'Encourage']",,0.0,0,Hero,Wizard,50,100,130,0,0,0,15,0,100,large,0,0,,False,False,0,chs,['Warriors of Chaos'],85,large,3834,3834,3.0,True,wh_dlc01_chs_cha_chaos_sorcerer_shadows_3,60,1600,155,0.35,40,3.6,290,0,0,,34,False,False,1.0,large,5,445,0,1200,Chaos Sorcerer on Manticore,0,0,0,,0,0,0,,,,0,1,0,70,0,1200,300,,85,"['Smoke & Mirrors', ""Melkoth's Mystifying Miasma"", ""Okkam's Mindrazor"", 'Pit of Shades', 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Withering']",wh_main_chs_sorcerer.png,1
1009,"['Deadly Onslaught', 'Foe-Seeker']",80,0,0,80,"['Fear', 'Terror', 'Encourage']",,0.0,0,Hero,Melee Specialist,55,100,130,0,0,0,15,0,100,large,0,0,,False,False,0,chs,['Warriors of Chaos'],85,large,3957,3957,3.0,True,wh_dlc01_chs_cha_exalted_hero_10,70,1600,160,0.35,55,3.6,300,0,0,,34,False,False,1.0,large,5,460,0,1100,Exalted Hero on Manticore,0,0,0,,0,0,0,,,,0,1,0,70,0,1100,275,,85,[],wh_main_chs_exalted_hero.png,1
1022,"['Deadly Onslaught', 'Foe-Seeker']",20,0,0,100,"['Encourage', 'Hide (Forest)']",,0.0,0,Hero,Melee Specialist,30,40,0,0,0,0,15,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,3051,3051,2.2,False,wh_main_chs_cha_exalted_hero_0,70,600,145,0.35,65,4.0,275,0,0,,45,False,False,1.0,large,8,420,55,600,Exalted Hero,0,0,0,,0,0,0,,,,0,1,0,33,0,1000,250,,33,[],wh_main_chs_exalted_hero.png,1
1023,"['Deadly Onslaught', 'Foe-Seeker']",70,0,0,100,"['Encourage', 'Hide (Forest)']",,0.0,0,Hero,Melee Specialist,45,108,0,0,0,0,15,0,70,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,3510,3510,2.0,True,wh_main_chs_cha_exalted_hero_12,70,950,145,0.35,65,4.0,275,0,0,,45,False,False,1.0,large,8,420,35,800,Exalted Hero on Chaos Steed,0,0,0,,0,0,0,,,,0,1,0,78,0,1100,275,,78,[],wh_main_chs_exalted_hero.png,1
1024,"['Deadly Onslaught', 'Foe-Seeker']",60,0,0,120,"['Encourage', 'Hide (Forest)']",,0.0,0,Hero,Melee Specialist,45,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,3510,3510,2.0,True,wh_main_chs_cha_exalted_hero_13,70,1500,145,0.35,65,4.0,275,0,0,,45,False,False,1.0,large,8,420,35,850,Exalted Hero on Barded Chaos Steed,0,0,0,,0,0,0,,,,0,1,0,66,0,1200,300,,66,[],wh_main_chs_exalted_hero.png,1
1025,[],20,0,0,100,['Hide (Forest)'],,0.0,0,Melee Infantry,Great Axe Infantry,26,38,0,0,0,0,0,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,6750,90,1.9,False,wh_dlc01_chs_inf_chaos_warriors_2,75,160,28,0.74,36,4.2,10,0,0,,32,False,False,1.0,,1,38,0,850,Chaos Warriors (Great Weapons),0,0,0,,0,0,0,,,,0,1,0,28,0,900,225,,28,[],wh_dlc01_chs_warriors_great_weapons.png,75
1026,[],20,0,0,120,"['Charge Defence Against Large', 'Hide (Forest)']",,0.0,0,Melee Infantry,Halberd Infantry,16,38,0,0,0,0,0,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,7860,131,2.0,False,wh_dlc01_chs_inf_chosen_2,85,210,31,0.67,36,4.3,15,0,26,,54,False,False,1.0,,1,46,0,1400,Chosen (Halberds),0,0,0,,0,0,0,,,,0,1,0,28,0,1500,375,,28,[],wh_dlc01_chs_chosen_halberd.png,60
1027,['Frenzy'],40,0,0,85,"['Hide (Forest)', 'Immune to Psychology']",,0.0,0,Melee Infantry,Sword Infantry,36,50,0,0,0,0,0,0,50,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,5520,92,2.0,False,wh_dlc01_chs_inf_forsaken_0,70,230,14,0.24,32,4.3,44,0,0,,20,False,False,1.0,,1,58,0,750,Forsaken,0,0,0,,0,0,0,,,,0,1,0,46,0,750,187,,46,[],wh_dlc01_chs_forsaken.png,60
1028,[],30,0,0,120,"['Encourage', 'Vanguard Deployment', 'Hide (Forest)']",,0.0,0,Melee Infantry,Sword Infantry,26,40,0,0,0,0,0,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,2376,198,2.0,False,wh_dlc06_chs_inf_aspiring_champions_0,80,250,12,0.27,46,4.0,32,0,0,,62,False,True,0.8,medium,1,44,55,550,Aspiring Champions,0,0,0,,0,0,0,,,,0,1,0,32,0,550,137,,32,[],wh_dlc06_chs_aspiring_champions.png,12
1029,[],30,0,0,15,['Hide (Forest)'],,0.0,0,Melee Infantry,Axe Infantry,18,43,0,0,0,0,0,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,7020,78,1.8,False,wh_main_chs_inf_chaos_marauders_0,60,100,7,0.25,34,4.2,21,0,0,,28,False,False,1.0,,1,28,35,375,Chaos Marauders,0,0,0,,0,0,0,,,,0,1,0,35,0,375,50,,35,[],wh_main_chs_marauder.png,90
1030,[],30,0,0,15,['Hide (Forest)'],,0.0,0,Melee Infantry,Great Axe Infantry,21,43,0,0,0,0,0,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,7020,78,1.8,False,wh_main_chs_inf_chaos_marauders_1,60,100,23,0.77,34,4.6,7,0,0,,20,False,False,1.0,,1,30,0,500,Chaos Marauders (Great Weapons),0,0,0,,0,0,0,,,,0,1,0,35,0,500,100,,35,[],wh_main_chs_marauder_great_weapons.png,90
1031,[],20,0,0,100,['Hide (Forest)'],,0.0,0,Melee Infantry,Axe Infantry,20,38,0,0,0,0,0,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,6750,90,1.9,False,wh_main_chs_inf_chaos_warriors_0,75,160,10,0.28,36,4.0,26,0,0,,44,False,False,1.0,,1,36,55,750,Chaos Warriors,0,0,0,,0,0,0,,,,0,1,0,28,0,800,200,,28,[],wh_main_chs_warriors.png,75
1032,[],20,0,0,100,"['Charge Defence Against Large', 'Hide (Forest)']",,0.0,0,Melee Infantry,Halberd Infantry,10,38,0,0,0,0,0,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,6750,90,1.9,False,wh_main_chs_inf_chaos_warriors_1,75,160,24,0.71,30,4.4,10,0,19,,38,False,False,1.0,,1,34,0,850,Chaos Warriors (Halberds),0,0,0,,0,0,0,,,,0,1,0,28,0,900,225,,28,[],wh_main_chs_warriors_halberd.png,75
1033,[],20,0,0,120,['Hide (Forest)'],,0.0,0,Melee Infantry,Axe Infantry,26,38,0,0,0,0,0,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,7860,131,1.9,False,wh_main_chs_inf_chosen_0,85,160,12,0.27,46,3.8,32,0,0,,60,False,False,1.0,,1,44,60,1250,Chosen,0,0,0,,0,0,0,,,,0,1,0,28,0,1300,325,,28,[],wh_main_chs_chosen.png,60
1034,[],20,0,0,120,['Hide (Forest)'],,0.0,0,Melee Infantry,Great Axe Infantry,32,38,0,0,0,0,0,0,40,small,0,0,,False,False,0,chs,['Warriors of Chaos'],0,small,7860,131,1.9,False,wh_main_chs_inf_chosen_1,85,160,38,0.76,48,4.1,12,0,0,,46,False,False,1.0,,1,50,0,1450,Chosen (Great Weapons),0,0,0,,0,0,0,,,,0,1,0,28,0,1500,375,,28,[],wh_main_chs_chosen_great_weapons.png,60
1037,[],60,0,0,120,"['Fear', 'Hide (Forest)']",,0.0,0,Melee Cavalry,Cavalry,44,107,0,0,0,0,0,0,60,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,5850,130,2.0,True,wh_main_chs_cav_chaos_knights_0,74,1000,14,0.3,44,4.6,32,0,0,,50,False,False,1.0,,1,46,30,1400,Chaos Knights,0,0,0,,0,0,0,,,,0,2,0,66,0,1450,366,,66,[],wh_main_chs_knights.png,45
1038,[],60,0,0,120,"['Fear', 'Hide (Forest)']",,0.0,0,Melee Cavalry,Shock Cavalry,80,107,0,0,0,0,0,0,60,medium,0,0,,False,False,0,chs,['Warriors of Chaos'],0,large,5850,130,2.0,True,wh_main_chs_cav_chaos_knights_1,74,1000,15,0.33,42,5.0,31,0,0,,34,False,False,1.0,,1,46,30,1500,Chaos Knights (Lances),0,0,0,,0,0,0,,,,0,2,0,66,0,1600,400,,66,[],wh_main_chs_knights_lance.png,45
